url,recette,commentext,auteur,date,note
http://www.marmiton.org/recettes/recette-avis_creme-aux-framboises-express_26447.aspx,Crème aux framboises express,Rien à dire c'est délicieux et si simple!!!,Sabine_757,25/12/20,5
http://www.marmiton.org/recettes/recette-avis_creme-aux-framboises-express_26447.aspx,Crème aux framboises express,A faire et à refaire...,Lionel_24,09/07/20,5
http://www.marmiton.org/recettes/recette-avis_couronne-des-rois_20378.aspx,Couronne des rois,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Première fois que j'utilise des feuilles de brick. N'ayant pas de miel j'ai fais revenir mes morceaux de pommes avec du beurre, sucre, ajouter une gousse de vanille et une pincée de cannelle. J'ai mis 1h10 (préparation des pommes, cuisson et pliage inclus). Je pense que c'est une histoire d'habitude... Du moins je l'espère !!! Me concernant, je n'ai pas trouvé cela extraordinaire, ma fille a beaucoup aimé. ",Gizmo68,26/03/20,3
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Merci pour la recette, je rejoins les avis sur la cuisson, il faut cuire la brick avec un peu d'huile dans une poêle, en tout cas pour avoir une joli brick dorée et qui se tient. Pour le goût c'est vraiment sucré, je testerai avec moins de miel la prochaine fois.",Alice_Lafon,16/11/20,4
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Très bon aussi avec des pommes flambées, des épices et du chocolat noir",nounie16,09/11/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Très sucré et très bon. Facile à faire. J'adore !,Kaneen,25/09/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Le mélange pomme miel est tout simplement un délice. Nous nous sommes régalé, seul bémol pour plier les feuilles de bricks... Pas très présentable pour ma part mais excellentes.",bubulle66,14/09/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,J'ai badigeonné mes feuilles de brick avec un peu de beurre clarifié avant de les farcir et j'ai servi tiède à table avec une boule de glace vanille pour le plus grand plaisir de mes convives. Je referai souvent cette recette.,DomDeeva,19/05/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Excellent. J'ai rajouté des raisins de Corinthe macérés au rhum. A faire et refaire.,crecy,09/04/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Très bon, quand encore un peu chaud.",plumesnoopy,10/03/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Très bon ! A manger dans la journée.,marionpn,24/10/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Très bon. Je l'ai fait pour un repas de famille et cela a été très apprécié par tout le monde. Tout le monde en a repris. J'ai juste ajouté un peu de cannelle à la recette.,Catoudu69,18/10/20,4
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Il me restait des feuilles de brick et j'avais des pommes... voilà la recette idéale, j'ai beurré ma poêle pour bien faire dorer mes feuilles et donner plus de goût. Pas de cannelle pour ma part, on est pas fan pour les desserts, plutôt dans les plats salés. A tester avec de la glace vanille la prochaine fois ! ",Tinani,03/07/20,4
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Simple et très bon. J'y ai ajouté de la cannelle.,yayou57,27/02/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Eviter de replier trop la brick.,Peanuty,26/11/20,4
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Le mélange pommes-miel est très bon mais la feuille de brick ne tenait pas à la cuisson avec le jus des pommes. Ce dessert a donc fini en compote de pommes avec miel et une boule de glace.,ombe43,15/10/20,2
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Très bon avec de la cannelle aussi.,Frunobulax,07/10/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Bonjour, il me restait trois feuilles de brick que j'avais utilisé pour un apéro, et deux pommes (pour mon crumble). Cette recette est donc parfaite. J'ajouterai toutefois un peu plus de miel et ferai la recette d'un coup. Car je l'ai préparé à l'avance. J'ai donc fait cuire mes triangles de brick 10 à 15 minutes plus tard. Ils n'étaient pas tout à fait bien gratinés. Mais cela était très bon. Nos amis ont aimé. A refaire sans hésitation car simple et rapide.",chouchoute13,20/02/20,4
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Tout le monde a adoré !! Simple, rapide et délicieux...que demander de plus...?",juju5364,12/02/20,5
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,"Bonne recette, n'ayant pas assez de feuille de brick, j'ai fait le restant à la feuille filo...mais du coup cuisson au four. Une boule de glace à la vanille sur le côté, c'est top !",Ninique1,07/02/20,4
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Le mélange pommes et poires (que j'ai ajoutées) se marie néanmoins très bien.,flots,07/12/20,3
http://www.marmiton.org/recettes/recette-avis_pommes-au-miel-en-feuilles-de-brick_30983.aspx,Pommes au miel en feuilles de brick,Pas mal ! Ça ressemble au chausson aux pommes. Les enfants ont aimé mais il en restati encore dans le plat.,elodie77680,21/11/20,4
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,Rien a redire. 5 minutes pour moi m'ont semblé suffisantes.,Awargnier,15/04/20,5
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"Recette mal expliquée, un temps approximatif et faux qui a eu pour but de cramer mes cookies je ne vous remercie pas. Mes cookies étaient mou j'ai mis 4 min en plus pour les faire un peu plus cuire et ça a cramé.",Isabelle_5251,02/03/20,2
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"C'était bon, merci pour la recette.",Mousatat,19/11/20,4
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"plusle chocolat au lait c'est moins dur que le chocolat noir, plus facile a couper). Pour ceux qui préfèrent le chocolat au lait, vous pouvez y aller la recette marche super bien.",MOIRANATH,26/02/20,4
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"Rapide, efficace, les proportions sont justes comme il faut. Merci !",calobibo,08/04/20,5
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,Je ne les ai pas trouvés si bon que ça : beaucoup trop sucré à mon goût et un peu sec malgré la poudre d'amande.,paneb31,07/10/20,2
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"C'est délicieux, mais j'y rajoute du rhum, c'est encore meilleur ;)",Delphine_1038,05/06/20,5
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,Excellents cookies! Rapides à faire et à cuire. Avec des restes de chocolats c'est aussi super bon. Paroles d'enfants.,valerie_1319,01/05/20,5
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"Délicieux et moelleux! Grâce à la poudre d'amande. Je trouve les cookies sans levure beacoup moins secs que les autres. Petit conseil: rajouter de l'arôme d'amande amère qui intensifiera le goût de la poudre d'amande, diminuez le temps de cuisson et laissez refroidir les cookies sur une plaque, ils n'en seront que meilleurs!",MELLINA,02/04/20,5
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"Excellents cookies! Ils ont fait l'unanimité chez moi! J'ai rajouté un peu de fleur d'oranger dans la pâte, et mis moins de chocolat! ",anaisvn,14/01/20,5
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"Recette facile, rapide et le résultat est très bon! Les cookies sont moelleux comme je les aime, je les sers tièdes quitte à devoir les réchauffer avant.",Vesna_1,30/10/20,4
http://www.marmiton.org/recettes/recette-avis_irish-cookies_37380.aspx,Irish cookies,"Fameux ces cookies! Par contre, avec 12 min de cuisson, c'était encore un peu juste, la prochaine fois je les fais cuire 15 min minimum.",PtiteCeline,27/07/20,4
http://www.marmiton.org/recettes/recette-avis_charlotte-au-citron-et-au-rhum_33713.aspx,Charlotte au citron et au rhum,"Le temps de cuisson de la crème est toutefois sous-estimé. Au bout de 10 minutes, elle est toujours liquide.",Marc_558,16/11/20,5
http://www.marmiton.org/recettes/recette-avis_charlotte-au-citron-et-au-rhum_33713.aspx,Charlotte au citron et au rhum,La crème reste très amère à cause des zestes de citron. Le tout manque de sucre.,froggysandra,23/02/20,2
http://www.marmiton.org/recettes/recette-avis_charlotte-au-citron-et-au-rhum_33713.aspx,Charlotte au citron et au rhum,"Un régal, cette charlotte a été notre dessert de Noël. Le choix du citron, nous sort un peu des classiques charlottes aux poires/chocolat ou autres charlottes aux fraises. Très appréciée par tous, une réussite. A refaire.",emelyne24,28/12/20,5
http://www.marmiton.org/recettes/recette-avis_charlotte-au-citron-et-au-rhum_33713.aspx,Charlotte au citron et au rhum,"Excellente recette très rafraichissante après un repas copieux. Ce sera le dessert de Noël, cela changera.",Brigitte_1915,12/12/20,5
http://www.marmiton.org/recettes/recette-avis_charlotte-au-citron-et-au-rhum_33713.aspx,Charlotte au citron et au rhum,"Facile à faire et délicieux. Tout le monde s'est regalé, c'est un dessert très rafraîchissant!",Laurinette013,28/06/20,5
http://www.marmiton.org/recettes/recette-avis_charlotte-au-citron-et-au-rhum_33713.aspx,Charlotte au citron et au rhum,A faire sans rhum pour les enfants mais tout aussi excellent et frais.,Valoo27,04/05/20,5
http://www.marmiton.org/recettes/recette-avis_charlotte-au-citron-et-au-rhum_33713.aspx,Charlotte au citron et au rhum,Super facile à faire et très apprecié de mes invités j'ai rajouté un coulis de framboise et de la chantilly pour décorer,marion_250,01/11/20,5
http://www.marmiton.org/recettes/recette-avis_charlotte-au-citron-et-au-rhum_33713.aspx,Charlotte au citron et au rhum,Très bon.,Dominique_2034,04/06/20,5
http://www.marmiton.org/recettes/recette-avis_yaourt-gout-bubble-gum_318755.aspx,Yaourt goût bubble gum,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_creme-au-caramel-rapide_28606.aspx,Crème au caramel rapide,Très facile et délicieux. Caramel liquide rajouté. Cerise sur le gâteau elles sont démoulables comme les fameux flancs.,Marie_Chopin,21/10/20,5
http://www.marmiton.org/recettes/recette-avis_creme-au-caramel-rapide_28606.aspx,Crème au caramel rapide,"Excellente recette, j'ai seulement mis 3/4 de litre de lait, j'ai ajouté un sachet de sucre vanillé avec un peu de poudre de vanille.",jeanminaima,21/10/20,5
http://www.marmiton.org/recettes/recette-avis_creme-au-caramel-rapide_28606.aspx,Crème au caramel rapide,"Et ma fille qui ne voit que par les pots achetés a bien aimé, et moi aussi... (il faut dire que j'adore le goût du caramel).",Virginie45,19/03/20,4
http://www.marmiton.org/recettes/recette-avis_barquettes-aux-marrons-pour-les-fetes_94694.aspx,Barquettes aux marrons pour les fêtes,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,"Dessert frais et pas écœurant du tout. servi avec des groseilles et zestes d'orange sanguine. Tout le monde s'est régalé. je conseille de refouetter la crème + chocolat blanc au batteur, sinon ce sera plus une crème mont blanc ! ",clemclem38,05/05/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,"Cette recette est pas mal, si elle ressemble plus à une crème, c'est que vous ne l'avez pas assez battu, il ne faut pas hésiter à la mettre au frais 10 minutes, la rebattre, la remettre au frais, la rebattre, et vous aurez une belle mousse qui tient bien.",pfffgrrr,19/03/20,4
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,"Pour donner un aspect ""mousse"" montez un jaune d'oeuf en sabayon,ajoutez une feuille de gélatine et un trait de grand Marnier, ajoutez le chocolat et la crême.",alfredpivert,09/10/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,"Cela ressemble plus à une crème, la texture mousse n'y est pas mais le goût est bon.",Karine_2308,21/03/20,3
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,C'est plutôt une crème qu'une mousse!!! bof,hasnaa_5,17/11/20,3
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,"J'ai utilisé du chocolat blanc à la noix de coco pour faire la recette et la mousse était excellente. J'ai présenté dans des noix de coco coupées en deux pour en jeter, avec une couche de coulis de framboise sur la mousse et décorées de quartiers de fraises : tout le monde a adoré!",Stephane_883,11/04/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,"On peut y ajouter délicatement des framboises fraîches, cela rafraîchit et rend le tout plus léger pour les papilles ;-) A accompagner d'un gewurstraminer!",stephanie_13,01/11/20,4
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,La texture a plus à voir avec une crème qu'avec une mousse et ça devient vite écoeurant...,florence34,31/05/20,3
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,C'est plutôt une crème! Elle est très bonne. J'ai utilisé le micro-ondes pour faire fondre le chocolat et j'ai ajouté 10 cl de créème. A refaire!,sonia_170,13/03/20,4
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,C'est très bon mais je prends 125 g de chocolat blanc pour 300 g de crème fraîche sinon c'est trop liquide.,annichou,26/12/20,4
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,"Super facile à faire. Par contre, la consistance est trop liquide pour une mousse, cela ressemblait plus à une crème... Ne pas hésiter à rajouter au moins 50% de chocolat pour 30cl de crème ou mettre de la gélatine.",Mele,16/07/20,4
http://www.marmiton.org/recettes/recette-avis_mousse-au-chocolat-blanc_29538.aspx,Mousse au chocolat blanc,"Encore une illustration parfaite de l'expression 'les recettes les plus simples sont les meilleures' et pour simplifier encore, on peut même faire fondre le chocolat blanc au micro-ondes à faible puissance (500Watts). Mousseuse, fondante, ferme juste ce qu'il faut, que demander de plus à une mousse au chocolat blanc si ce n'est un peu moins de calories peut-être... Dernier petit conseil: ne pas se laisser impressionner par la réaction du chocolat blanc lorsque l'on verse le premier filet de crème fraîche. Il semble tout d'abord s'assécher, mais reprend rapidemment une consistance normale lorsqu'on le remue énergiquement.",MarielleBN,10/06/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-choco-poire_80639.aspx,Tarte choco poire,Super facile et a remporté un franc succès .. J'ai plutôt privilégié la disposition des poires comme une tarte classique,lisouceane,25/07/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-choco-poire_80639.aspx,Tarte choco poire,"Fondant, rapide à faire et fait de l'effet pour nos invités !!! A faire et à refaire ",bababoune,09/07/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-choco-poire_80639.aspx,Tarte choco poire,"C'est rapide, c'est bon, c'est un bon rapport qualité / prix / temps passé. J'ai utilisé du chocolat aux noix de Pécan en partie, et je l'ai servie bien froide.",MiChoKo,30/05/20,4
http://www.marmiton.org/recettes/recette-avis_tarte-choco-poire_80639.aspx,Tarte choco poire,"Vraiment il y a mieux, je ne referais pas cette recette, c'est mangeable c'est tout",jacqueline_99,12/04/20,2
http://www.marmiton.org/recettes/recette-avis_tarte-choco-poire_80639.aspx,Tarte choco poire,"J'ai rajouté de l'amande en poudre sur la tarte avant de l'enfourner, et je l'ai servie avec de la glace à la vanille...succès garanti!",virginie_4649,17/09/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-choco-poire_80639.aspx,Tarte choco poire,"Bravo, recette rapide et facile pour tous les gourmands de chocolat, à refaire et très vite, idéale pour les invités-surprises.",moumoute6269,07/09/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-choco-poire_80639.aspx,Tarte choco poire,Facile à faire et bon. J'ai ajouté un peu du sirop des poires dans le mélange choco... Bien réserver au frais pour que la tarte soit encore meilleure.,virginie_4320,31/08/20,4
http://www.marmiton.org/recettes/recette-avis_tartelettes-aux-fruits_347557.aspx,Tartelettes aux fruits,Un mini regal pour les papilles,Soniasidi,02/05/20,5
http://www.marmiton.org/recettes/recette-avis_tartelettes-aux-fruits_347557.aspx,Tartelettes aux fruits,A essayer ,You_Happy_Sra,24/04/20,5
http://www.marmiton.org/recettes/recette-avis_douillons-de-poire-au-chocolat_37718.aspx,Douillons de poire au chocolat,Un peu long à préparer mais ça vaut le coup : c'est beau et c'est très bon. Miam ! ,ggonzalez,05/05/20,5
http://www.marmiton.org/recettes/recette-avis_douillons-de-poire-au-chocolat_37718.aspx,Douillons de poire au chocolat,"Pour le goûter, c'est génial !",Bissbissa,24/02/20,4
http://www.marmiton.org/recettes/recette-avis_douillons-de-poire-au-chocolat_37718.aspx,Douillons de poire au chocolat,Mes invités ont adoré !,nikris,28/12/20,5
http://www.marmiton.org/recettes/recette-avis_le-toeic-citronne-gateau-au-citron_341869.aspx,Le Toeic citronné : gâteau au citron,J'ai ajouté 4 cl de jus de citron et mis seulement 4 cl d'huile d'olive. Je trouve encore que le goût de l'huile d'olive est trop présent. Trop de sucre aussi pour moi.,ndel67,23/03/20,3
http://www.marmiton.org/recettes/recette-avis_le-toeic-citronne-gateau-au-citron_341869.aspx,Le Toeic citronné : gâteau au citron,Franchement on n'a pas pu le manger désolé pour celui qui a posté cette recette.,Clotilde2308,08/02/20,1
http://www.marmiton.org/recettes/recette-avis_le-toeic-citronne-gateau-au-citron_341869.aspx,Le Toeic citronné : gâteau au citron,Pas assez de citron.,Myriam_Launay,28/10/20,3
http://www.marmiton.org/recettes/recette-avis_le-toeic-citronne-gateau-au-citron_341869.aspx,Le Toeic citronné : gâteau au citron,A tester mais avec moins d'huile vraiment !,DiianeMary,16/08/20,4
http://www.marmiton.org/recettes/recette-avis_le-toeic-citronne-gateau-au-citron_341869.aspx,Le Toeic citronné : gâteau au citron,"Très facile à préparer et très bon, goût citron très léger.",jessyjasko,14/04/20,5
http://www.marmiton.org/recettes/recette-avis_le-toeic-citronne-gateau-au-citron_341869.aspx,Le Toeic citronné : gâteau au citron,"Très léger pour déjeuner le matin, mais pas assez de citron",lili131266,03/01/20,4
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,"J'ai obtenu 15 gaufres avec la moitié des proportions (il m'a fallu 600g de farine et le cube entier de levure soit 42g). forte odeur de levure mais au gout, ca passe. dur une fois refroidie",marif_1,03/05/20,4
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,Un succès garanti mais 400 de sucre perle suffit et pour nous de la vanille et non de la cannelle. Recouvert de chocolat une tuerie.,laet621,21/04/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,"Supers bonnes. Ma famille se régale. La recette est assez facile, merci.",masemaco,06/04/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,Super recette,tomspender,30/10/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,Excellente recette. Un régal pour les yeux et le ventre. Merci beaucoup pour cette super recette.,Sophesma06,19/10/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,Super recette!!!!!,celinegunelle,02/10/20,4
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,Commentaire d'un vrai liégeois. Recette de référence excellente. Je suggère néanmoins de diminuer légèrement la quantité de sucre perlé et de rouler les pâtons dans du sucre impalpable.,jmarcon,26/05/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,"Très facile à réaliser et résultat délicieux, doses divisées par deux pour 18 gaufres de belle taille.",maluphine,25/04/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,"Excellente recette avec cannelle et quatre épices à doses égales, un vrai régal !",em_56,02/02/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,"Savoureuses, tendres. Tout le monde adore.",andiloet,30/11/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,Excellente recette tout le monde a aimé ,Quentin59171,21/11/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,J'ai ajouté tous les ingrédients en une seule fois sauf le sucre perlé que j'ai ajouté après 45 min de repos. Une tuerie !!!,Audrey_T_1975,16/05/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,Réchauffées au grille pain au petit déjeuner du lendemain elles étaient encore très bonnes.,antomd81,08/03/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,"Excellente recette qui permet d'obtenir une gaufre très proche de ce que l'on trouve en Belgique. Pour obtenir une texture moelleuse comme en Belgique,il faut que le gaufrier soit très chaud et il faut saisir la gaufre plutôt que la cuire. Si on laisse la gaufre cuire, elle devient dure. En la saisissant,le coeur reste moelleux. J'ai essayé plusieurs recettes, y compris celle qui se qualifie de 'facile', celle-ci est la meilleure. ",Passemoilesel,09/01/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,Très bon..!,wigeno1974,19/10/20,5
http://www.marmiton.org/recettes/recette-avis_veritable-gaufre-de-liege_231855.aspx,Véritable Gaufre de Liège,"Par contre, pour la cannelle, je pense qu'il faut la mélanger à la farine initiale",victorsouri,14/10/20,4
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix","Bonne recette pour son contenu , mais il y a un problème avec la pâte, comme d'autre impossible de la rouler , elle se casse et ne tient pas dommage. J'ai donc utilisé un rouleau de pâte feuilletée et nous nous sommes régalés . Si ceux qui ont réussi pouvaient nous donner leur astuce ce serait sympa...",menetoune,30/03/20,3
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix",Merci beaucoup pour cette recette ! ,Quentin54230,10/02/20,5
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix","Mauvais souvenir que ce gâteau, à ne pas faire, ou à ne pas refaire (en ce qui me concerne).",nico6358,25/12/20,1
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix","Excellent pour ce premier essai, réalisé avec du rhum et aimé par tous.",Adrien80,05/12/20,5
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix","Roulé très moelleux, j'ai aimé le côté croquant des noix. J'ai divisé les proportions par 2 pour un sablé pour environ 6 personnes, j'ai mis 62,5 g de noix, 100 g de raisins et 400 g de pommes. A refaire sans modération !!!",chrismarketou,03/11/20,5
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix","Et bien il est vraiment fameux ce gâteau ! Réalisé avec des pommes ""reines des reinettes"", c'est un délice, très facile à faire, la pâte est parfaite, aucun problème pour le rouler... Servi tiède, tout le monde a apprécié, il va devenir un classique à la maison ! Merci pour cette excellente recette.",Citrine971,22/09/20,5
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix",Vraiment très bon par contre pas facile de rouler la pâte qui se brise facilement,nounouche50,01/08/20,5
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix","Je connaissais cette recette. Je mets du rhum, je la roule comme une buche mais en plus large car la garniture est importante. C'est un délice mon mari adore, heureuse d'avoir retrouvé cette recette.",jbroux01,17/02/20,5
http://www.marmiton.org/recettes/recette-avis_sable-roule-aux-pommes-raisins-et-noix_24362.aspx,"Sablé roulé aux pommes, raisins et noix",Merci beaucoup pour cette recette elle permet de manger des pommes autrement qu'en tarte ou gateau.,brigitte_1646,18/10/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-roule-chocolat-framboise_222238.aspx,Gâteau roulé chocolat-framboise,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_muffins-au-toblerone_335290.aspx,Muffins au Toblerone,Une tuerie. .... à refaire très très vite,karinetteanous,06/04/20,5
http://www.marmiton.org/recettes/recette-avis_muffins-au-toblerone_335290.aspx,Muffins au Toblerone,"Recette légère, j'ai mis des triangles de toblerone mais je trouve que c'est assez mal réparti, la prochaine fois je le concasserais. Sinon la recette est parfaite !!!",krolette79,20/10/20,5
http://www.marmiton.org/recettes/recette-avis_muffins-au-toblerone_335290.aspx,Muffins au Toblerone,"Recette légère, j'ai coupé le Toblerone en petits morceaux comme des pépites, au top cette recette ",didinexd,05/07/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-au-yaourt-et-au-chocolat_171357.aspx,Gâteau au yaourt et au chocolat,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_flammenkuche-aux-fruits_25158.aspx,Flammenküche aux fruits,"Dessert d'une pizza party, avec pour les gourmands un peu de chantilly, un vrai régal !! Un seul petit bémol, ne pas faire revenir les bananes à la poêle, elles n'ont plus aucune consistance. ",morgane_479,25/04/20,4
http://www.marmiton.org/recettes/recette-avis_flammenkuche-aux-fruits_25158.aspx,Flammenküche aux fruits,"J'ai mis aussi moins de crème et de fromage blanc. Avec des coings, c'est excellent!!!",muriel_421,01/05/20,4
http://www.marmiton.org/recettes/recette-avis_flammenkuche-aux-fruits_25158.aspx,Flammenküche aux fruits,"Ouaouh...qu'est-ce que c'est bon! Après un repas léger, style salade mélangée, c'est parfait. Tout le monde a adoré ! Merci...",martine95,07/06/20,5
